code,short_title,detailed_description,system_category,code_type,severity_level
U0286,Lost Communication With Radiator Anti Tamper Device,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0287,Lost Communication With Transmission Fluid Pump Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0288,"Lost Communication With DC to AC Converter Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0289,"Lost Communication With DC to AC Converter Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0291,"Lost Communication With Gear Shift Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0292,"Lost Communication With Drive Motor Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0293,Lost Communication With Hybrid Powertrain Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0294,Lost Communication With Powertrain Control Monitor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0295,Lost Communication With AC to AC Converter Control Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0296,"Lost Communication With AC to DC Converter Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0297,"Lost Communication With AC to DC Converter Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0298,"Lost Communication With DC to DC Converter Control Module ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0299,"Lost Communication With DC to DC Converter Control Module ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U029A,Lost Communication With Hybrid Battery Pack Sensor Module,System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U029B,"Lost Communication With Drive Motor Control Module ""C""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U029C,"Lost Communication With Drive Motor Control Module ""D""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U029D,"Lost Communication With noX Sensor ""A""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U029E,"Lost Communication With noX Sensor ""B""",System: Communication Bus. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0300,Internal Control Module Software Incompatibility,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0301,Software Incompatibility With ECM/PCM,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0302,Software Incompatibility With Transmission Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0303,Software Incompatibility With Transfer Case Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0304,"Software Incompatibility With Gear Shift Control Module ""A""",System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0305,Software Incompatibility With Cruise Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0306,Software Incompatibility With Fuel Injector Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0307,Software Incompatibility With Glow Plug Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Warning-level severity within the Network category.,Network,Generic,Warning
U0308,Software Incompatibility With Throttle Actuator Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0309,Software Incompatibility With Alternative Fuel Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0310,Software Incompatibility With Fuel Pump Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0311,Software Incompatibility With Drive Motor Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0312,Software Incompatibility With Battery Energy Control Module A,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0313,Software Incompatibility With Battery Energy Control Module B,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0314,Software Incompatibility With Four-Wheel Drive Clutch Control,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
U0315,Software Incompatibility With Anti-Lock Brake System Control Module,System: Software. Source: SAE J2012 / ISO 15031. This code is classified as Info-level severity within the Network category.,Network,Generic,Info
